date,period,year,quarter,area,value
2023-01-01,2023-Q%q,2023,2023Q1,Ireland,6624.0
2023-01-01,2023-Q%q,2023,2023Q1,Cork City Council,260.0
2023-01-01,2023-Q%q,2023,2023Q1,Clare County Council,102.0
2023-01-01,2023-Q%q,2023,2023Q1,Cavan County Council,55.0
2023-01-01,2023-Q%q,2023,2023Q1,Cork County Council,473.0
2023-01-01,2023-Q%q,2023,2023Q1,Carlow County Council,41.0
2023-01-01,2023-Q%q,2023,2023Q1,Dublin City Council,506.0
2023-01-01,2023-Q%q,2023,2023Q1,Dún Laoghaire Rathdown County Council,879.0
2023-01-01,2023-Q%q,2023,2023Q1,Donegal County Council,138.0
2023-01-01,2023-Q%q,2023,2023Q1,Fingal County Council,407.0
2023-01-01,2023-Q%q,2023,2023Q1,Galway County Council,184.0
2023-01-01,2023-Q%q,2023,2023Q1,Galway City Council,93.0
2023-01-01,2023-Q%q,2023,2023Q1,Kildare County Council,599.0
2023-01-01,2023-Q%q,2023,2023Q1,Kilkenny County Council,78.0
2023-01-01,2023-Q%q,2023,2023Q1,Kerry County Council,116.0
2023-01-01,2023-Q%q,2023,2023Q1,Longford County Council,17.0
2023-01-01,2023-Q%q,2023,2023Q1,Louth County Council,169.0
2023-01-01,2023-Q%q,2023,2023Q1,Limerick City & County Council,205.0
2023-01-01,2023-Q%q,2023,2023Q1,Leitrim County Council,37.0
2023-01-01,2023-Q%q,2023,2023Q1,Laois County Council,109.0
2023-01-01,2023-Q%q,2023,2023Q1,Meath County Council,280.0
2023-01-01,2023-Q%q,2023,2023Q1,Monaghan County Council,66.0
2023-01-01,2023-Q%q,2023,2023Q1,Mayo County Council,112.0
2023-01-01,2023-Q%q,2023,2023Q1,Offaly County Council,103.0
2023-01-01,2023-Q%q,2023,2023Q1,Roscommon County Council,37.0
2023-01-01,2023-Q%q,2023,2023Q1,South Dublin County Council,716.0
2023-01-01,2023-Q%q,2023,2023Q1,Sligo County Council,43.0
2023-01-01,2023-Q%q,2023,2023Q1,Tipperary County Council,119.0
2023-01-01,2023-Q%q,2023,2023Q1,Waterford City & County Council,132.0
2023-01-01,2023-Q%q,2023,2023Q1,Westmeath County Council,52.0
2023-01-01,2023-Q%q,2023,2023Q1,Wicklow County Council,268.0
2023-01-01,2023-Q%q,2023,2023Q1,Wexford County Council,228.0
2023-04-01,2023-Q%q,2023,2023Q2,Ireland,7252.0
2023-04-01,2023-Q%q,2023,2023Q2,Cork City Council,303.0
2023-04-01,2023-Q%q,2023,2023Q2,Clare County Council,83.0
2023-04-01,2023-Q%q,2023,2023Q2,Cavan County Council,42.0
2023-04-01,2023-Q%q,2023,2023Q2,Cork County Council,525.0
2023-04-01,2023-Q%q,2023,2023Q2,Carlow County Council,54.0
2023-04-01,2023-Q%q,2023,2023Q2,Dublin City Council,522.0
2023-04-01,2023-Q%q,2023,2023Q2,Dún Laoghaire Rathdown County Council,808.0
2023-04-01,2023-Q%q,2023,2023Q2,Donegal County Council,165.0
2023-04-01,2023-Q%q,2023,2023Q2,Fingal County Council,550.0
2023-04-01,2023-Q%q,2023,2023Q2,Galway County Council,269.0
2023-04-01,2023-Q%q,2023,2023Q2,Galway City Council,74.0
2023-04-01,2023-Q%q,2023,2023Q2,Kildare County Council,757.0
2023-04-01,2023-Q%q,2023,2023Q2,Kilkenny County Council,94.0
2023-04-01,2023-Q%q,2023,2023Q2,Kerry County Council,188.0
2023-04-01,2023-Q%q,2023,2023Q2,Longford County Council,18.0
2023-04-01,2023-Q%q,2023,2023Q2,Louth County Council,195.0
2023-04-01,2023-Q%q,2023,2023Q2,Limerick City & County Council,147.0
2023-04-01,2023-Q%q,2023,2023Q2,Leitrim County Council,21.0
2023-04-01,2023-Q%q,2023,2023Q2,Laois County Council,226.0
2023-04-01,2023-Q%q,2023,2023Q2,Meath County Council,404.0
2023-04-01,2023-Q%q,2023,2023Q2,Monaghan County Council,52.0
2023-04-01,2023-Q%q,2023,2023Q2,Mayo County Council,139.0
2023-04-01,2023-Q%q,2023,2023Q2,Offaly County Council,95.0
2023-04-01,2023-Q%q,2023,2023Q2,Roscommon County Council,47.0
2023-04-01,2023-Q%q,2023,2023Q2,South Dublin County Council,467.0
2023-04-01,2023-Q%q,2023,2023Q2,Sligo County Council,79.0
2023-04-01,2023-Q%q,2023,2023Q2,Tipperary County Council,116.0
2023-04-01,2023-Q%q,2023,2023Q2,Waterford City & County Council,167.0
2023-04-01,2023-Q%q,2023,2023Q2,Westmeath County Council,61.0
2023-04-01,2023-Q%q,2023,2023Q2,Wicklow County Council,347.0
2023-04-01,2023-Q%q,2023,2023Q2,Wexford County Council,237.0
2023-07-01,2023-Q%q,2023,2023Q3,Ireland,8387.0
2023-07-01,2023-Q%q,2023,2023Q3,Cork City Council,156.0
2023-07-01,2023-Q%q,2023,2023Q3,Clare County Council,95.0
2023-07-01,2023-Q%q,2023,2023Q3,Cavan County Council,92.0
2023-07-01,2023-Q%q,2023,2023Q3,Cork County Council,538.0
2023-07-01,2023-Q%q,2023,2023Q3,Carlow County Council,55.0
2023-07-01,2023-Q%q,2023,2023Q3,Dublin City Council,888.0
2023-07-01,2023-Q%q,2023,2023Q3,Dún Laoghaire Rathdown County Council,636.0
2023-07-01,2023-Q%q,2023,2023Q3,Donegal County Council,189.0
2023-07-01,2023-Q%q,2023,2023Q3,Fingal County Council,773.0
2023-07-01,2023-Q%q,2023,2023Q3,Galway County Council,283.0
2023-07-01,2023-Q%q,2023,2023Q3,Galway City Council,110.0
2023-07-01,2023-Q%q,2023,2023Q3,Kildare County Council,576.0
2023-07-01,2023-Q%q,2023,2023Q3,Kilkenny County Council,125.0
2023-07-01,2023-Q%q,2023,2023Q3,Kerry County Council,140.0
2023-07-01,2023-Q%q,2023,2023Q3,Longford County Council,29.0
2023-07-01,2023-Q%q,2023,2023Q3,Louth County Council,271.0
2023-07-01,2023-Q%q,2023,2023Q3,Limerick City & County Council,194.0
2023-07-01,2023-Q%q,2023,2023Q3,Leitrim County Council,17.0
2023-07-01,2023-Q%q,2023,2023Q3,Laois County Council,167.0
2023-07-01,2023-Q%q,2023,2023Q3,Meath County Council,402.0
2023-07-01,2023-Q%q,2023,2023Q3,Monaghan County Council,62.0
2023-07-01,2023-Q%q,2023,2023Q3,Mayo County Council,125.0
2023-07-01,2023-Q%q,2023,2023Q3,Offaly County Council,120.0
2023-07-01,2023-Q%q,2023,2023Q3,Roscommon County Council,40.0
2023-07-01,2023-Q%q,2023,2023Q3,South Dublin County Council,1263.0
2023-07-01,2023-Q%q,2023,2023Q3,Sligo County Council,64.0
2023-07-01,2023-Q%q,2023,2023Q3,Tipperary County Council,139.0
2023-07-01,2023-Q%q,2023,2023Q3,Waterford City & County Council,116.0
2023-07-01,2023-Q%q,2023,2023Q3,Westmeath County Council,109.0
2023-07-01,2023-Q%q,2023,2023Q3,Wicklow County Council,411.0
2023-07-01,2023-Q%q,2023,2023Q3,Wexford County Council,202.0
2023-10-01,2023-Q%q,2023,2023Q4,Ireland,10200.0
2023-10-01,2023-Q%q,2023,2023Q4,Cork City Council,319.0
2023-10-01,2023-Q%q,2023,2023Q4,Clare County Council,123.0
2023-10-01,2023-Q%q,2023,2023Q4,Cavan County Council,70.0
2023-10-01,2023-Q%q,2023,2023Q4,Cork County Council,521.0
2023-10-01,2023-Q%q,2023,2023Q4,Carlow County Council,89.0
2023-10-01,2023-Q%q,2023,2023Q4,Dublin City Council,1514.0
2023-10-01,2023-Q%q,2023,2023Q4,Dún Laoghaire Rathdown County Council,1239.0
2023-10-01,2023-Q%q,2023,2023Q4,Donegal County Council,142.0
2023-10-01,2023-Q%q,2023,2023Q4,Fingal County Council,627.0
2023-10-01,2023-Q%q,2023,2023Q4,Galway County Council,219.0
2023-10-01,2023-Q%q,2023,2023Q4,Galway City Council,80.0
2023-10-01,2023-Q%q,2023,2023Q4,Kildare County Council,774.0
2023-10-01,2023-Q%q,2023,2023Q4,Kilkenny County Council,255.0
2023-10-01,2023-Q%q,2023,2023Q4,Kerry County Council,167.0
2023-10-01,2023-Q%q,2023,2023Q4,Longford County Council,55.0
2023-10-01,2023-Q%q,2023,2023Q4,Louth County Council,446.0
2023-10-01,2023-Q%q,2023,2023Q4,Limerick City & County Council,242.0
2023-10-01,2023-Q%q,2023,2023Q4,Leitrim County Council,25.0
2023-10-01,2023-Q%q,2023,2023Q4,Laois County Council,241.0
2023-10-01,2023-Q%q,2023,2023Q4,Meath County Council,453.0
2023-10-01,2023-Q%q,2023,2023Q4,Monaghan County Council,54.0
2023-10-01,2023-Q%q,2023,2023Q4,Mayo County Council,143.0
2023-10-01,2023-Q%q,2023,2023Q4,Offaly County Council,225.0
2023-10-01,2023-Q%q,2023,2023Q4,Roscommon County Council,70.0
2023-10-01,2023-Q%q,2023,2023Q4,South Dublin County Council,788.0
2023-10-01,2023-Q%q,2023,2023Q4,Sligo County Council,76.0
2023-10-01,2023-Q%q,2023,2023Q4,Tipperary County Council,133.0
2023-10-01,2023-Q%q,2023,2023Q4,Waterford City & County Council,138.0
2023-10-01,2023-Q%q,2023,2023Q4,Westmeath County Council,275.0
2023-10-01,2023-Q%q,2023,2023Q4,Wicklow County Council,401.0
2023-10-01,2023-Q%q,2023,2023Q4,Wexford County Council,296.0
2024-01-01,2024-Q%q,2024,2024Q1,Ireland,5791.0
2024-01-01,2024-Q%q,2024,2024Q1,Cork City Council,237.0
2024-01-01,2024-Q%q,2024,2024Q1,Clare County Council,127.0
2024-01-01,2024-Q%q,2024,2024Q1,Cavan County Council,50.0
2024-01-01,2024-Q%q,2024,2024Q1,Cork County Council,458.0
2024-01-01,2024-Q%q,2024,2024Q1,Carlow County Council,57.0
2024-01-01,2024-Q%q,2024,2024Q1,Dublin City Council,490.0
2024-01-01,2024-Q%q,2024,2024Q1,Dún Laoghaire Rathdown County Council,380.0
2024-01-01,2024-Q%q,2024,2024Q1,Donegal County Council,125.0
2024-01-01,2024-Q%q,2024,2024Q1,Fingal County Council,293.0
2024-01-01,2024-Q%q,2024,2024Q1,Galway County Council,210.0
2024-01-01,2024-Q%q,2024,2024Q1,Galway City Council,66.0
2024-01-01,2024-Q%q,2024,2024Q1,Kildare County Council,272.0
2024-01-01,2024-Q%q,2024,2024Q1,Kilkenny County Council,119.0
2024-01-01,2024-Q%q,2024,2024Q1,Kerry County Council,72.0
2024-01-01,2024-Q%q,2024,2024Q1,Longford County Council,32.0
2024-01-01,2024-Q%q,2024,2024Q1,Louth County Council,176.0
2024-01-01,2024-Q%q,2024,2024Q1,Limerick City & County Council,191.0
2024-01-01,2024-Q%q,2024,2024Q1,Leitrim County Council,18.0
2024-01-01,2024-Q%q,2024,2024Q1,Laois County Council,144.0
2024-01-01,2024-Q%q,2024,2024Q1,Meath County Council,467.0
2024-01-01,2024-Q%q,2024,2024Q1,Monaghan County Council,65.0
2024-01-01,2024-Q%q,2024,2024Q1,Mayo County Council,82.0
2024-01-01,2024-Q%q,2024,2024Q1,Offaly County Council,97.0
2024-01-01,2024-Q%q,2024,2024Q1,Roscommon County Council,56.0
2024-01-01,2024-Q%q,2024,2024Q1,South Dublin County Council,696.0
2024-01-01,2024-Q%q,2024,2024Q1,Sligo County Council,39.0
2024-01-01,2024-Q%q,2024,2024Q1,Tipperary County Council,95.0
2024-01-01,2024-Q%q,2024,2024Q1,Waterford City & County Council,147.0
2024-01-01,2024-Q%q,2024,2024Q1,Westmeath County Council,88.0
2024-01-01,2024-Q%q,2024,2024Q1,Wicklow County Council,274.0
2024-01-01,2024-Q%q,2024,2024Q1,Wexford County Council,168.0
2024-04-01,2024-Q%q,2024,2024Q2,Ireland,6808.0
2024-04-01,2024-Q%q,2024,2024Q2,Cork City Council,301.0
2024-04-01,2024-Q%q,2024,2024Q2,Clare County Council,102.0
2024-04-01,2024-Q%q,2024,2024Q2,Cavan County Council,69.0
2024-04-01,2024-Q%q,2024,2024Q2,Cork County Council,532.0
2024-04-01,2024-Q%q,2024,2024Q2,Carlow County Council,66.0
2024-04-01,2024-Q%q,2024,2024Q2,Dublin City Council,578.0
2024-04-01,2024-Q%q,2024,2024Q2,Dún Laoghaire Rathdown County Council,439.0
2024-04-01,2024-Q%q,2024,2024Q2,Donegal County Council,138.0
2024-04-01,2024-Q%q,2024,2024Q2,Fingal County Council,343.0
2024-04-01,2024-Q%q,2024,2024Q2,Galway County Council,260.0
2024-04-01,2024-Q%q,2024,2024Q2,Galway City Council,74.0
2024-04-01,2024-Q%q,2024,2024Q2,Kildare County Council,344.0
2024-04-01,2024-Q%q,2024,2024Q2,Kilkenny County Council,109.0
2024-04-01,2024-Q%q,2024,2024Q2,Kerry County Council,102.0
2024-04-01,2024-Q%q,2024,2024Q2,Longford County Council,41.0
2024-04-01,2024-Q%q,2024,2024Q2,Louth County Council,241.0
2024-04-01,2024-Q%q,2024,2024Q2,Limerick City & County Council,224.0
2024-04-01,2024-Q%q,2024,2024Q2,Leitrim County Council,31.0
2024-04-01,2024-Q%q,2024,2024Q2,Laois County Council,129.0
2024-04-01,2024-Q%q,2024,2024Q2,Meath County Council,381.0
2024-04-01,2024-Q%q,2024,2024Q2,Monaghan County Council,64.0
2024-04-01,2024-Q%q,2024,2024Q2,Mayo County Council,160.0
2024-04-01,2024-Q%q,2024,2024Q2,Offaly County Council,62.0
2024-04-01,2024-Q%q,2024,2024Q2,Roscommon County Council,33.0
2024-04-01,2024-Q%q,2024,2024Q2,South Dublin County Council,701.0
2024-04-01,2024-Q%q,2024,2024Q2,Sligo County Council,51.0
2024-04-01,2024-Q%q,2024,2024Q2,Tipperary County Council,168.0
2024-04-01,2024-Q%q,2024,2024Q2,Waterford City & County Council,203.0
2024-04-01,2024-Q%q,2024,2024Q2,Westmeath County Council,184.0
2024-04-01,2024-Q%q,2024,2024Q2,Wicklow County Council,406.0
2024-04-01,2024-Q%q,2024,2024Q2,Wexford County Council,272.0
2024-07-01,2024-Q%q,2024,2024Q3,Ireland,8874.0
2024-07-01,2024-Q%q,2024,2024Q3,Cork City Council,306.0
2024-07-01,2024-Q%q,2024,2024Q3,Clare County Council,159.0
2024-07-01,2024-Q%q,2024,2024Q3,Cavan County Council,60.0
2024-07-01,2024-Q%q,2024,2024Q3,Cork County Council,677.0
2024-07-01,2024-Q%q,2024,2024Q3,Carlow County Council,47.0
2024-07-01,2024-Q%q,2024,2024Q3,Dublin City Council,1125.0
2024-07-01,2024-Q%q,2024,2024Q3,Dún Laoghaire Rathdown County Council,604.0
2024-07-01,2024-Q%q,2024,2024Q3,Donegal County Council,178.0
2024-07-01,2024-Q%q,2024,2024Q3,Fingal County Council,691.0
2024-07-01,2024-Q%q,2024,2024Q3,Galway County Council,246.0
2024-07-01,2024-Q%q,2024,2024Q3,Galway City Council,37.0
2024-07-01,2024-Q%q,2024,2024Q3,Kildare County Council,350.0
2024-07-01,2024-Q%q,2024,2024Q3,Kilkenny County Council,116.0
2024-07-01,2024-Q%q,2024,2024Q3,Kerry County Council,130.0
2024-07-01,2024-Q%q,2024,2024Q3,Longford County Council,34.0
2024-07-01,2024-Q%q,2024,2024Q3,Louth County Council,362.0
2024-07-01,2024-Q%q,2024,2024Q3,Limerick City & County Council,356.0
2024-07-01,2024-Q%q,2024,2024Q3,Leitrim County Council,19.0
2024-07-01,2024-Q%q,2024,2024Q3,Laois County Council,232.0
2024-07-01,2024-Q%q,2024,2024Q3,Meath County Council,309.0
2024-07-01,2024-Q%q,2024,2024Q3,Monaghan County Council,86.0
2024-07-01,2024-Q%q,2024,2024Q3,Mayo County Council,143.0
2024-07-01,2024-Q%q,2024,2024Q3,Offaly County Council,123.0
2024-07-01,2024-Q%q,2024,2024Q3,Roscommon County Council,50.0
2024-07-01,2024-Q%q,2024,2024Q3,South Dublin County Council,1309.0
2024-07-01,2024-Q%q,2024,2024Q3,Sligo County Council,39.0
2024-07-01,2024-Q%q,2024,2024Q3,Tipperary County Council,100.0
2024-07-01,2024-Q%q,2024,2024Q3,Waterford City & County Council,224.0
2024-07-01,2024-Q%q,2024,2024Q3,Westmeath County Council,112.0
2024-07-01,2024-Q%q,2024,2024Q3,Wicklow County Council,296.0
2024-07-01,2024-Q%q,2024,2024Q3,Wexford County Council,354.0
2024-10-01,2024-Q%q,2024,2024Q4,Ireland,8651.0
2024-10-01,2024-Q%q,2024,2024Q4,Cork City Council,375.0
2024-10-01,2024-Q%q,2024,2024Q4,Clare County Council,146.0
2024-10-01,2024-Q%q,2024,2024Q4,Cavan County Council,64.0
2024-10-01,2024-Q%q,2024,2024Q4,Cork County Council,645.0
2024-10-01,2024-Q%q,2024,2024Q4,Carlow County Council,100.0
2024-10-01,2024-Q%q,2024,2024Q4,Dublin City Council,1155.0
2024-10-01,2024-Q%q,2024,2024Q4,Dún Laoghaire Rathdown County Council,602.0
2024-10-01,2024-Q%q,2024,2024Q4,Donegal County Council,188.0
2024-10-01,2024-Q%q,2024,2024Q4,Fingal County Council,1099.0
2024-10-01,2024-Q%q,2024,2024Q4,Galway County Council,246.0
2024-10-01,2024-Q%q,2024,2024Q4,Galway City Council,96.0
2024-10-01,2024-Q%q,2024,2024Q4,Kildare County Council,456.0
2024-10-01,2024-Q%q,2024,2024Q4,Kilkenny County Council,158.0
2024-10-01,2024-Q%q,2024,2024Q4,Kerry County Council,173.0
2024-10-01,2024-Q%q,2024,2024Q4,Longford County Council,19.0
2024-10-01,2024-Q%q,2024,2024Q4,Louth County Council,391.0
2024-10-01,2024-Q%q,2024,2024Q4,Limerick City & County Council,230.0
2024-10-01,2024-Q%q,2024,2024Q4,Leitrim County Council,50.0
2024-10-01,2024-Q%q,2024,2024Q4,Laois County Council,148.0
2024-10-01,2024-Q%q,2024,2024Q4,Meath County Council,462.0
2024-10-01,2024-Q%q,2024,2024Q4,Monaghan County Council,38.0
2024-10-01,2024-Q%q,2024,2024Q4,Mayo County Council,186.0
2024-10-01,2024-Q%q,2024,2024Q4,Offaly County Council,111.0
2024-10-01,2024-Q%q,2024,2024Q4,Roscommon County Council,56.0
2024-10-01,2024-Q%q,2024,2024Q4,South Dublin County Council,374.0
2024-10-01,2024-Q%q,2024,2024Q4,Sligo County Council,72.0
2024-10-01,2024-Q%q,2024,2024Q4,Tipperary County Council,118.0
2024-10-01,2024-Q%q,2024,2024Q4,Waterford City & County Council,165.0
2024-10-01,2024-Q%q,2024,2024Q4,Westmeath County Council,96.0
2024-10-01,2024-Q%q,2024,2024Q4,Wicklow County Council,362.0
2024-10-01,2024-Q%q,2024,2024Q4,Wexford County Council,270.0
2025-01-01,2025-Q%q,2025,2025Q1,Ireland,5907.0
2025-01-01,2025-Q%q,2025,2025Q1,Cork City Council,278.0
2025-01-01,2025-Q%q,2025,2025Q1,Clare County Council,129.0
2025-01-01,2025-Q%q,2025,2025Q1,Cavan County Council,57.0
2025-01-01,2025-Q%q,2025,2025Q1,Cork County Council,442.0
2025-01-01,2025-Q%q,2025,2025Q1,Carlow County Council,25.0
2025-01-01,2025-Q%q,2025,2025Q1,Dublin City Council,683.0
2025-01-01,2025-Q%q,2025,2025Q1,Dún Laoghaire Rathdown County Council,241.0
2025-01-01,2025-Q%q,2025,2025Q1,Donegal County Council,116.0
2025-01-01,2025-Q%q,2025,2025Q1,Fingal County Council,620.0
2025-01-01,2025-Q%q,2025,2025Q1,Galway County Council,206.0
2025-01-01,2025-Q%q,2025,2025Q1,Galway City Council,89.0
2025-01-01,2025-Q%q,2025,2025Q1,Kildare County Council,416.0
2025-01-01,2025-Q%q,2025,2025Q1,Kilkenny County Council,122.0
2025-01-01,2025-Q%q,2025,2025Q1,Kerry County Council,91.0
2025-01-01,2025-Q%q,2025,2025Q1,Longford County Council,19.0
2025-01-01,2025-Q%q,2025,2025Q1,Louth County Council,215.0
2025-01-01,2025-Q%q,2025,2025Q1,Limerick City & County Council,174.0
2025-01-01,2025-Q%q,2025,2025Q1,Leitrim County Council,11.0
2025-01-01,2025-Q%q,2025,2025Q1,Laois County Council,139.0
2025-01-01,2025-Q%q,2025,2025Q1,Meath County Council,298.0
2025-01-01,2025-Q%q,2025,2025Q1,Monaghan County Council,70.0
2025-01-01,2025-Q%q,2025,2025Q1,Mayo County Council,101.0
2025-01-01,2025-Q%q,2025,2025Q1,Offaly County Council,100.0
2025-01-01,2025-Q%q,2025,2025Q1,Roscommon County Council,36.0
2025-01-01,2025-Q%q,2025,2025Q1,South Dublin County Council,353.0
2025-01-01,2025-Q%q,2025,2025Q1,Sligo County Council,54.0
2025-01-01,2025-Q%q,2025,2025Q1,Tipperary County Council,116.0
2025-01-01,2025-Q%q,2025,2025Q1,Waterford City & County Council,164.0
2025-01-01,2025-Q%q,2025,2025Q1,Westmeath County Council,75.0
2025-01-01,2025-Q%q,2025,2025Q1,Wicklow County Council,305.0
2025-01-01,2025-Q%q,2025,2025Q1,Wexford County Council,162.0
2025-04-01,2025-Q%q,2025,2025Q2,Ireland,9152.0
2025-04-01,2025-Q%q,2025,2025Q2,Cork City Council,327.0
2025-04-01,2025-Q%q,2025,2025Q2,Clare County Council,187.0
2025-04-01,2025-Q%q,2025,2025Q2,Cavan County Council,80.0
2025-04-01,2025-Q%q,2025,2025Q2,Cork County Council,510.0
2025-04-01,2025-Q%q,2025,2025Q2,Carlow County Council,52.0
2025-04-01,2025-Q%q,2025,2025Q2,Dublin City Council,1149.0
2025-04-01,2025-Q%q,2025,2025Q2,Dún Laoghaire Rathdown County Council,827.0
2025-04-01,2025-Q%q,2025,2025Q2,Donegal County Council,154.0
2025-04-01,2025-Q%q,2025,2025Q2,Fingal County Council,1201.0
2025-04-01,2025-Q%q,2025,2025Q2,Galway County Council,220.0
2025-04-01,2025-Q%q,2025,2025Q2,Galway City Council,98.0
2025-04-01,2025-Q%q,2025,2025Q2,Kildare County Council,407.0
2025-04-01,2025-Q%q,2025,2025Q2,Kilkenny County Council,143.0
2025-04-01,2025-Q%q,2025,2025Q2,Kerry County Council,221.0
2025-04-01,2025-Q%q,2025,2025Q2,Longford County Council,21.0
2025-04-01,2025-Q%q,2025,2025Q2,Louth County Council,417.0
2025-04-01,2025-Q%q,2025,2025Q2,Limerick City & County Council,221.0
2025-04-01,2025-Q%q,2025,2025Q2,Leitrim County Council,36.0
2025-04-01,2025-Q%q,2025,2025Q2,Laois County Council,230.0
2025-04-01,2025-Q%q,2025,2025Q2,Meath County Council,482.0
2025-04-01,2025-Q%q,2025,2025Q2,Monaghan County Council,63.0
2025-04-01,2025-Q%q,2025,2025Q2,Mayo County Council,98.0
2025-04-01,2025-Q%q,2025,2025Q2,Offaly County Council,67.0
2025-04-01,2025-Q%q,2025,2025Q2,Roscommon County Council,28.0
2025-04-01,2025-Q%q,2025,2025Q2,South Dublin County Council,626.0
2025-04-01,2025-Q%q,2025,2025Q2,Sligo County Council,145.0
2025-04-01,2025-Q%q,2025,2025Q2,Tipperary County Council,210.0
2025-04-01,2025-Q%q,2025,2025Q2,Waterford City & County Council,134.0
2025-04-01,2025-Q%q,2025,2025Q2,Westmeath County Council,236.0
2025-04-01,2025-Q%q,2025,2025Q2,Wicklow County Council,273.0
2025-04-01,2025-Q%q,2025,2025Q2,Wexford County Council,289.0
2025-07-01,2025-Q%q,2025,2025Q3,Ireland,9197.0
2025-07-01,2025-Q%q,2025,2025Q3,Cork City Council,495.0
2025-07-01,2025-Q%q,2025,2025Q3,Clare County Council,145.0
2025-07-01,2025-Q%q,2025,2025Q3,Cavan County Council,115.0
2025-07-01,2025-Q%q,2025,2025Q3,Cork County Council,540.0
2025-07-01,2025-Q%q,2025,2025Q3,Carlow County Council,47.0
2025-07-01,2025-Q%q,2025,2025Q3,Dublin City Council,905.0
2025-07-01,2025-Q%q,2025,2025Q3,Dún Laoghaire Rathdown County Council,488.0
2025-07-01,2025-Q%q,2025,2025Q3,Donegal County Council,173.0
2025-07-01,2025-Q%q,2025,2025Q3,Fingal County Council,758.0
2025-07-01,2025-Q%q,2025,2025Q3,Galway County Council,277.0
2025-07-01,2025-Q%q,2025,2025Q3,Galway City Council,120.0
2025-07-01,2025-Q%q,2025,2025Q3,Kildare County Council,497.0
2025-07-01,2025-Q%q,2025,2025Q3,Kilkenny County Council,84.0
2025-07-01,2025-Q%q,2025,2025Q3,Kerry County Council,193.0
2025-07-01,2025-Q%q,2025,2025Q3,Longford County Council,35.0
2025-07-01,2025-Q%q,2025,2025Q3,Louth County Council,325.0
2025-07-01,2025-Q%q,2025,2025Q3,Limerick City & County Council,233.0
2025-07-01,2025-Q%q,2025,2025Q3,Leitrim County Council,17.0
2025-07-01,2025-Q%q,2025,2025Q3,Laois County Council,231.0
2025-07-01,2025-Q%q,2025,2025Q3,Meath County Council,618.0
2025-07-01,2025-Q%q,2025,2025Q3,Monaghan County Council,88.0
2025-07-01,2025-Q%q,2025,2025Q3,Mayo County Council,123.0
2025-07-01,2025-Q%q,2025,2025Q3,Offaly County Council,75.0
2025-07-01,2025-Q%q,2025,2025Q3,Roscommon County Council,64.0
2025-07-01,2025-Q%q,2025,2025Q3,South Dublin County Council,1168.0
2025-07-01,2025-Q%q,2025,2025Q3,Sligo County Council,117.0
2025-07-01,2025-Q%q,2025,2025Q3,Tipperary County Council,218.0
2025-07-01,2025-Q%q,2025,2025Q3,Waterford City & County Council,211.0
2025-07-01,2025-Q%q,2025,2025Q3,Westmeath County Council,223.0
2025-07-01,2025-Q%q,2025,2025Q3,Wicklow County Council,336.0
2025-07-01,2025-Q%q,2025,2025Q3,Wexford County Council,278.0
2025-10-01,2025-Q%q,2025,2025Q4,Ireland,11959.0
2025-10-01,2025-Q%q,2025,2025Q4,Cork City Council,398.0
2025-10-01,2025-Q%q,2025,2025Q4,Clare County Council,163.0
2025-10-01,2025-Q%q,2025,2025Q4,Cavan County Council,98.0
2025-10-01,2025-Q%q,2025,2025Q4,Cork County Council,725.0
2025-10-01,2025-Q%q,2025,2025Q4,Carlow County Council,98.0
2025-10-01,2025-Q%q,2025,2025Q4,Dublin City Council,1782.0
2025-10-01,2025-Q%q,2025,2025Q4,Dún Laoghaire Rathdown County Council,483.0
2025-10-01,2025-Q%q,2025,2025Q4,Donegal County Council,237.0
2025-10-01,2025-Q%q,2025,2025Q4,Fingal County Council,1028.0
2025-10-01,2025-Q%q,2025,2025Q4,Galway County Council,356.0
2025-10-01,2025-Q%q,2025,2025Q4,Galway City Council,107.0
2025-10-01,2025-Q%q,2025,2025Q4,Kildare County Council,854.0
2025-10-01,2025-Q%q,2025,2025Q4,Kilkenny County Council,172.0
2025-10-01,2025-Q%q,2025,2025Q4,Kerry County Council,217.0
2025-10-01,2025-Q%q,2025,2025Q4,Longford County Council,23.0
2025-10-01,2025-Q%q,2025,2025Q4,Louth County Council,582.0
2025-10-01,2025-Q%q,2025,2025Q4,Limerick City & County Council,238.0
2025-10-01,2025-Q%q,2025,2025Q4,Leitrim County Council,60.0
2025-10-01,2025-Q%q,2025,2025Q4,Laois County Council,243.0
2025-10-01,2025-Q%q,2025,2025Q4,Meath County Council,734.0
2025-10-01,2025-Q%q,2025,2025Q4,Monaghan County Council,94.0
2025-10-01,2025-Q%q,2025,2025Q4,Mayo County Council,176.0
2025-10-01,2025-Q%q,2025,2025Q4,Offaly County Council,81.0
2025-10-01,2025-Q%q,2025,2025Q4,Roscommon County Council,96.0
2025-10-01,2025-Q%q,2025,2025Q4,South Dublin County Council,1369.0
2025-10-01,2025-Q%q,2025,2025Q4,Sligo County Council,75.0
2025-10-01,2025-Q%q,2025,2025Q4,Tipperary County Council,258.0
2025-10-01,2025-Q%q,2025,2025Q4,Waterford City & County Council,211.0
2025-10-01,2025-Q%q,2025,2025Q4,Westmeath County Council,206.0
2025-10-01,2025-Q%q,2025,2025Q4,Wicklow County Council,464.0
2025-10-01,2025-Q%q,2025,2025Q4,Wexford County Council,331.0
